Command,Signal,Modifier
0,0000000000
F,1111111111
1,0000000001
2,0000000010
3,0000000100
4,0000001000
5,0000010000
6,0000100000
7,0001000000
8,0010000000
9,0100000000
10,1000000000
pump_power_on,1000000000
camera_vacuum,1000000001
atmosphere_into_camera,0000000010
saturator,0000111000
compressed_air,0000100000
N2,0001000000
CO,0010000000
O2,0100000000
delay,0000000000
all,1111111111
slow,0000000100,Yes
flow,0000000010,Yes
